Date,Open,High,Low,Close,Volume
2024-02-29,45799.0,45997.0,45423.0,45727.0,333077
2024-03-01,45763.0,45770.0,45483.0,45566.0,987516
2024-03-04,44377.0,44739.0,44270.0,44708.0,123782
2024-03-05,44202.0,44464.0,44119.0,44308.0,609492
2024-03-06,44137.0,44252.0,43884.0,44060.0,914886
2024-03-07,44656.0,44965.0,44602.0,44683.0,954336
2024-03-08,44951.0,45216.0,44763.0,44901.0,754224
2024-03-11,43810.0,44132.0,43595.0,43890.0,508808
2024-03-12,44104.0,44214.0,44075.0,44092.0,253245
2024-03-13,43869.0,43959.0,43833.0,43889.0,222258
2024-03-14,43673.0,43759.0,43368.0,43520.0,735956
2024-03-15,43917.0,43963.0,43739.0,43884.0,554418
2024-03-18,44535.0,44633.0,44449.0,44490.0,582616
2024-03-19,44990.0,45167.0,44924.0,45046.0,486328
2024-03-20,44507.0,44577.0,44345.0,44573.0,606581
2024-03-21,44354.0,44620.0,44211.0,44411.0,523966
2024-03-22,44673.0,44770.0,44354.0,44620.0,378710
2024-03-25,45147.0,45271.0,45098.0,45204.0,762550
2024-03-26,44980.0,45118.0,44937.0,44941.0,662621
2024-03-27,45129.0,45643.0,44716.0,44850.0,484073
2024-03-28,44338.0,44542.0,43794.0,44223.0,836265
2024-03-29,43510.0,43856.0,43356.0,43553.0,713859
2024-04-01,44189.0,44253.0,43901.0,44030.0,220263
2024-04-02,44769.0,45025.0,44719.0,44824.0,649523
2024-04-03,44526.0,45032.0,44514.0,44800.0,100159
2024-04-04,45265.0,45613.0,45172.0,45403.0,767505
2024-04-05,45378.0,45720.0,45095.0,45634.0,262993
2024-04-08,45222.0,45333.0,45126.0,45270.0,467003
2024-04-09,45503.0,45512.0,45356.0,45501.0,247309
2024-04-10,46662.0,46751.0,46196.0,46429.0,207507
2024-04-11,46471.0,46485.0,46371.0,46425.0,114743
2024-04-12,47357.0,47632.0,47100.0,47388.0,852462
2024-04-15,45907.0,46090.0,45708.0,45793.0,146101
2024-04-16,45994.0,46392.0,45987.0,46301.0,342717
2024-04-17,46405.0,46694.0,46072.0,46372.0,745822
2024-04-18,46317.0,46396.0,45995.0,46210.0,446371
2024-04-19,46079.0,46562.0,45943.0,46284.0,330604
2024-04-22,45261.0,45415.0,44960.0,45106.0,287450
2024-04-23,45041.0,45104.0,44960.0,44996.0,957558
2024-04-24,45166.0,45286.0,44959.0,45223.0,942503
2024-04-25,46197.0,46256.0,45922.0,46110.0,826481
2024-04-26,46129.0,46513.0,45806.0,45817.0,436907
2024-04-29,45379.0,45448.0,45276.0,45354.0,587030
2024-04-30,45110.0,45188.0,44951.0,45076.0,859710
2024-05-01,45568.0,45819.0,45536.0,45631.0,505453
2024-05-02,45727.0,45888.0,45660.0,45844.0,771009
2024-05-03,45660.0,45707.0,45396.0,45547.0,268785
2024-05-06,45751.0,45905.0,45735.0,45869.0,304535
2024-05-07,45955.0,45968.0,45748.0,45945.0,800769
2024-05-08,46475.0,46549.0,45932.0,46542.0,279838
2024-05-09,46202.0,46337.0,46055.0,46136.0,670442
2024-05-10,46004.0,46013.0,45792.0,45958.0,369160
2024-05-13,45884.0,46019.0,45310.0,45742.0,572779
2024-05-14,44821.0,44904.0,44640.0,44890.0,541904
2024-05-15,45044.0,45095.0,44933.0,45081.0,976110
2024-05-16,45119.0,45613.0,44748.0,45252.0,998488
2024-05-17,45212.0,45439.0,45209.0,45273.0,678526
2024-05-20,45204.0,45267.0,45021.0,45153.0,420752
2024-05-21,44441.0,44618.0,44308.0,44340.0,713369
2024-05-22,43993.0,44626.0,43751.0,44115.0,347644
2024-05-23,44051.0,44419.0,43823.0,43936.0,937393
2024-05-24,43673.0,43697.0,43357.0,43496.0,299775
2024-05-27,43476.0,43669.0,43338.0,43422.0,913349
2024-05-28,43913.0,44096.0,43501.0,43667.0,914422
2024-05-29,44652.0,44865.0,44630.0,44756.0,162551
2024-05-30,44708.0,45064.0,44417.0,44875.0,834983
2024-05-31,44803.0,45156.0,44745.0,45043.0,777800
2024-06-03,45220.0,45566.0,44972.0,45018.0,266277
2024-06-04,43999.0,44033.0,43862.0,43913.0,180811
2024-06-05,43908.0,43953.0,43633.0,43915.0,879128
2024-06-06,44004.0,44157.0,43812.0,43967.0,941535
2024-06-07,45239.0,45483.0,45225.0,45393.0,564028
2024-06-10,45630.0,45657.0,45265.0,45297.0,468266
2024-06-11,45511.0,45577.0,44912.0,45493.0,334104
2024-06-12,45506.0,45943.0,45436.0,45491.0,643296
2024-06-13,44915.0,44926.0,44683.0,44818.0,302346
2024-06-14,45567.0,45604.0,45424.0,45502.0,656690
2024-06-17,45995.0,46189.0,45753.0,45965.0,284456
2024-06-18,46345.0,46661.0,46324.0,46456.0,884282
2024-06-19,45990.0,46208.0,45661.0,45925.0,499009
2024-06-20,47045.0,47165.0,46609.0,46781.0,596043
2024-06-21,46133.0,46343.0,45824.0,45947.0,236643
2024-06-24,46537.0,46841.0,45969.0,46316.0,590083
2024-06-25,47580.0,47872.0,47375.0,47653.0,213550
2024-06-26,46919.0,47116.0,46835.0,47059.0,584146
2024-06-27,46714.0,46872.0,46474.0,46731.0,191218
2024-06-28,46818.0,46830.0,46798.0,46810.0,233296
2024-07-01,46676.0,46737.0,46364.0,46523.0,599909
2024-07-02,45372.0,45662.0,45284.0,45604.0,618767
2024-07-03,45872.0,45949.0,45508.0,45662.0,279767
2024-07-04,45029.0,45341.0,44913.0,45050.0,491858
2024-07-05,45287.0,45428.0,45101.0,45346.0,865348
2024-07-08,44686.0,44865.0,44626.0,44822.0,340016
2024-07-09,45516.0,45919.0,45442.0,45743.0,132441
2024-07-10,45407.0,45623.0,45122.0,45295.0,338038
2024-07-11,45134.0,45355.0,45047.0,45124.0,794489
2024-07-12,45442.0,45728.0,45068.0,45619.0,855612
2024-07-15,44733.0,45033.0,44542.0,44907.0,948800
2024-07-16,45013.0,45112.0,45008.0,45058.0,716410
2024-07-17,46071.0,46325.0,45583.0,45842.0,144760
2024-07-18,44867.0,44929.0,44853.0,44902.0,385622
2024-07-19,44825.0,45050.0,44744.0,45028.0,958286
2024-07-22,45165.0,45229.0,44973.0,45198.0,980662
2024-07-23,45638.0,45678.0,45560.0,45675.0,447860
2024-07-24,44595.0,45156.0,44562.0,44959.0,767540
2024-07-25,44198.0,44460.0,44024.0,44205.0,198538
2024-07-26,44492.0,44807.0,44281.0,44523.0,639660
2024-07-29,44806.0,44958.0,44250.0,44713.0,916228
2024-07-30,45125.0,45304.0,44772.0,44876.0,611511
2024-07-31,45249.0,45638.0,45038.0,45096.0,321035
2024-08-01,44680.0,44830.0,44645.0,44716.0,985258
2024-08-02,44720.0,45106.0,44656.0,44869.0,482736
2024-08-05,45405.0,45704.0,44996.0,45057.0,455779
2024-08-06,44665.0,44845.0,44604.0,44657.0,735310
2024-08-07,45760.0,45886.0,45727.0,45758.0,678328
2024-08-08,46055.0,46473.0,45812.0,46058.0,961789
2024-08-09,45390.0,45569.0,45181.0,45363.0,826728
2024-08-12,45749.0,45828.0,45540.0,45769.0,702644
2024-08-13,45129.0,45659.0,44892.0,45207.0,378355
2024-08-14,45613.0,46106.0,45591.0,45688.0,467570
2024-08-15,46390.0,46652.0,45996.0,46394.0,367986
2024-08-16,45843.0,46220.0,45731.0,45918.0,556331
2024-08-19,46412.0,46701.0,46171.0,46511.0,953284
2024-08-20,46794.0,47251.0,46775.0,46779.0,487881
2024-08-21,47262.0,47560.0,47073.0,47298.0,408112
2024-08-22,48702.0,48812.0,48385.0,48483.0,903940
2024-08-23,47963.0,48463.0,47802.0,48348.0,253077
2024-08-26,48050.0,48214.0,47789.0,47893.0,154575
2024-08-27,47536.0,47680.0,47314.0,47359.0,573958
2024-08-28,46584.0,46928.0,46516.0,46876.0,774331
2024-08-29,46799.0,46867.0,46726.0,46847.0,518815
2024-08-30,47021.0,47086.0,46848.0,47074.0,580808
2024-09-02,47062.0,47404.0,46758.0,47262.0,691202
2024-09-03,47678.0,47843.0,47616.0,47789.0,873422
2024-09-04,47657.0,48140.0,47425.0,47816.0,691343
2024-09-05,48995.0,49014.0,48442.0,48739.0,711985
2024-09-06,48727.0,48920.0,48397.0,48591.0,730527
2024-09-09,50520.0,50743.0,50242.0,50328.0,335469
2024-09-10,50868.0,50904.0,50676.0,50758.0,223106
2024-09-11,50043.0,50492.0,50038.0,50213.0,891787
2024-09-12,49456.0,49716.0,49277.0,49534.0,940552
2024-09-13,49937.0,50251.0,49799.0,49864.0,567835
2024-09-16,49557.0,49936.0,49323.0,49739.0,400486
2024-09-17,50328.0,50518.0,49982.0,50221.0,102257
2024-09-18,50513.0,50749.0,50420.0,50550.0,389508
2024-09-19,50465.0,50568.0,50425.0,50522.0,780332
2024-09-20,50093.0,50203.0,49930.0,49986.0,211715
2024-09-23,49087.0,49277.0,48971.0,49022.0,126654
2024-09-24,48704.0,48778.0,48590.0,48757.0,836129
2024-09-25,49491.0,49755.0,49226.0,49319.0,443567
2024-09-26,49316.0,49595.0,49144.0,49476.0,391464
2024-09-27,48785.0,48847.0,48433.0,48695.0,645096
2024-09-30,48911.0,49222.0,48799.0,48824.0,676677
2024-10-01,49042.0,49175.0,48662.0,49088.0,588906
2024-10-02,48591.0,48595.0,48349.0,48544.0,218581
2024-10-03,48477.0,48768.0,48346.0,48660.0,227927
2024-10-04,48851.0,48895.0,48616.0,48716.0,134773
2024-10-07,47985.0,48274.0,47951.0,48012.0,806528
2024-10-08,48179.0,48279.0,48111.0,48254.0,520963
2024-10-09,48779.0,48862.0,48530.0,48626.0,438540
2024-10-10,49225.0,49354.0,49100.0,49330.0,601590
2024-10-11,49814.0,50134.0,49593.0,50025.0,469836
2024-10-14,48920.0,49159.0,48840.0,49149.0,314764
2024-10-15,48658.0,48666.0,48523.0,48570.0,681793
2024-10-16,48726.0,49052.0,48595.0,48914.0,972328
2024-10-17,49520.0,49651.0,48886.0,49261.0,642423
2024-10-18,49300.0,49888.0,49274.0,49610.0,715175
2024-10-21,52380.0,52747.0,51912.0,52115.0,222118
2024-10-22,52556.0,52817.0,52290.0,52522.0,409521
2024-10-23,53303.0,53466.0,53278.0,53319.0,254626
2024-10-24,53913.0,54156.0,53444.0,54001.0,948923
2024-10-25,54545.0,54741.0,54296.0,54480.0,345739
2024-10-28,54273.0,54343.0,54156.0,54279.0,944715
2024-10-29,55017.0,55292.0,54816.0,54836.0,578356
2024-10-30,54326.0,54472.0,54235.0,54307.0,379067
2024-10-31,54186.0,54246.0,54120.0,54161.0,409735
2024-11-01,53783.0,54021.0,53630.0,53841.0,686549
2024-11-04,53911.0,54383.0,53817.0,53920.0,416480
2024-11-05,55616.0,55880.0,55450.0,55564.0,436227
2024-11-06,53959.0,54305.0,53903.0,54238.0,685236
2024-11-07,54522.0,54882.0,54361.0,54743.0,340891
2024-11-08,53737.0,53826.0,53486.0,53617.0,264074
2024-11-11,53337.0,53377.0,53111.0,53310.0,573314
2024-11-12,54056.0,54114.0,53821.0,54086.0,609452
2024-11-13,54156.0,54165.0,54037.0,54153.0,388816
2024-11-14,53471.0,53503.0,53243.0,53416.0,890645
2024-11-15,52855.0,53145.0,52777.0,52940.0,241365
2024-11-18,53305.0,53902.0,52913.0,53429.0,549076
2024-11-19,52974.0,53093.0,52896.0,52943.0,162507
2024-11-20,52958.0,53405.0,52884.0,53114.0,157134
2024-11-21,53231.0,53250.0,53162.0,53166.0,233172
2024-11-22,52468.0,53281.0,52404.0,52737.0,341225
2024-11-25,54396.0,54570.0,54055.0,54228.0,293069
2024-11-26,54774.0,55133.0,54343.0,54697.0,914604
2024-11-27,53320.0,53677.0,53054.0,53279.0,906564
2024-11-28,53587.0,53705.0,53201.0,53429.0,873221
2024-11-29,53256.0,53377.0,52789.0,52991.0,904631
2024-12-02,53762.0,54112.0,53232.0,53599.0,660897
2024-12-03,52775.0,53149.0,52753.0,53068.0,274037
2024-12-04,52807.0,53054.0,52771.0,53010.0,763376
2024-12-05,53280.0,53504.0,53265.0,53380.0,532995
2024-12-06,54006.0,54225.0,53751.0,54002.0,596013
2024-12-09,53263.0,53402.0,52983.0,53181.0,394025
2024-12-10,52855.0,53230.0,52805.0,52971.0,837954
2024-12-11,52694.0,52702.0,52459.0,52665.0,910904
2024-12-12,52120.0,52400.0,52016.0,52239.0,600098
2024-12-13,53360.0,53508.0,53320.0,53458.0,807173
2024-12-16,53534.0,54096.0,53320.0,53761.0,855728
2024-12-17,52755.0,52972.0,52185.0,52902.0,357803
2024-12-18,53337.0,53733.0,53192.0,53554.0,791381
2024-12-19,54892.0,55492.0,54748.0,55053.0,416275
2024-12-20,55990.0,56074.0,55405.0,55814.0,779447
2024-12-23,54578.0,55002.0,54466.0,54734.0,112828
2024-12-24,54841.0,55106.0,54112.0,54411.0,983096
2024-12-25,55411.0,55782.0,55299.0,55329.0,616835
2024-12-26,54872.0,54964.0,54633.0,54842.0,756761
2024-12-27,55038.0,55336.0,54683.0,55180.0,901625
2024-12-30,55875.0,55888.0,55465.0,55758.0,323461
2024-12-31,55013.0,55232.0,54653.0,55109.0,538080
2025-01-01,55108.0,55125.0,54924.0,55088.0,513523
2025-01-02,53194.0,53309.0,52773.0,52789.0,464662
2025-01-03,52092.0,52299.0,51758.0,52107.0,381755
2025-01-06,52136.0,52171.0,51906.0,51957.0,799151
2025-01-07,51027.0,51424.0,50855.0,51135.0,438384
2025-01-08,52235.0,52264.0,51781.0,52240.0,339719
2025-01-09,51562.0,51749.0,51254.0,51290.0,832763
2025-01-10,50921.0,51167.0,50896.0,51017.0,889177
2025-01-13,51402.0,51656.0,51011.0,51124.0,941675
2025-01-14,52213.0,52441.0,52093.0,52103.0,366010
2025-01-15,51064.0,51275.0,50718.0,51151.0,787605
2025-01-16,52043.0,52271.0,51815.0,51945.0,537940
2025-01-17,52124.0,52190.0,51932.0,51972.0,695642
2025-01-20,51426.0,51675.0,51178.0,51330.0,151374
2025-01-21,51416.0,51688.0,51144.0,51659.0,214397
2025-01-22,51700.0,52294.0,51574.0,51813.0,348552
2025-01-23,51392.0,51511.0,51384.0,51430.0,486721
2025-01-24,51485.0,51537.0,51397.0,51497.0,523332
2025-01-27,51355.0,51419.0,51118.0,51260.0,967461
2025-01-28,51383.0,51411.0,51067.0,51356.0,980006
2025-01-29,51611.0,51850.0,51594.0,51818.0,392575
2025-01-30,52968.0,53118.0,52589.0,52907.0,511124
2025-01-31,52173.0,52372.0,51919.0,52077.0,129336
2025-02-03,53632.0,53801.0,53525.0,53542.0,927424
2025-02-04,52374.0,52653.0,51900.0,52205.0,155350
2025-02-05,52253.0,52637.0,52058.0,52123.0,693849
2025-02-06,52615.0,52721.0,52384.0,52542.0,610470
2025-02-07,52744.0,52988.0,52677.0,52755.0,938387
2025-02-10,52088.0,52800.0,51809.0,52349.0,161240
2025-02-11,52296.0,52377.0,51837.0,52228.0,775453
2025-02-12,51947.0,52465.0,51891.0,51915.0,499371
2025-02-13,51580.0,51581.0,51505.0,51538.0,670895
2025-02-14,51928.0,52302.0,51788.0,52128.0,811028
2025-02-17,52220.0,52407.0,52176.0,52390.0,281196
2025-02-18,52103.0,52124.0,51783.0,51939.0,415014
2025-02-19,52561.0,52761.0,52494.0,52568.0,549763
2025-02-20,52906.0,52968.0,52630.0,52799.0,688398
2025-02-21,53382.0,53439.0,53148.0,53378.0,284626
2025-02-24,53841.0,53910.0,53831.0,53836.0,776296
2025-02-25,53427.0,53570.0,52872.0,53277.0,479039
2025-02-26,52829.0,53120.0,52816.0,52911.0,628714
2025-02-27,53461.0,53499.0,53294.0,53446.0,844199
2025-02-28,53816.0,54054.0,53491.0,53891.0,914038
2025-03-03,53828.0,54014.0,53440.0,53898.0,541048
2025-03-04,53952.0,54196.0,53610.0,54002.0,652439
2025-03-05,54957.0,54963.0,54862.0,54920.0,373452
2025-03-06,54442.0,54522.0,54331.0,54520.0,340853
2025-03-07,55137.0,55376.0,54582.0,54930.0,878883
2025-03-10,54660.0,54911.0,54464.0,54807.0,276743
2025-03-11,54643.0,54679.0,54538.0,54674.0,190306
2025-03-12,55404.0,55658.0,55371.0,55477.0,849468
2025-03-13,56338.0,56651.0,55733.0,56094.0,993416
2025-03-14,56743.0,56870.0,56507.0,56710.0,626492
2025-03-17,57874.0,57876.0,57633.0,57695.0,192769
2025-03-18,57477.0,58037.0,57272.0,57734.0,187265
2025-03-19,58316.0,58564.0,57767.0,58269.0,917563
2025-03-20,58212.0,58283.0,57890.0,58057.0,152428
2025-03-21,58339.0,58482.0,58276.0,58325.0,658158
2025-03-24,58436.0,58480.0,58020.0,58250.0,727835
2025-03-25,58256.0,58360.0,58225.0,58346.0,860278
2025-03-26,59070.0,59195.0,58803.0,58821.0,149067
2025-03-27,58621.0,58637.0,58167.0,58219.0,862371
2025-03-28,59761.0,59942.0,59605.0,59826.0,212217
2025-03-31,58989.0,59083.0,58949.0,59067.0,518184
2025-04-01,58412.0,58874.0,58056.0,58159.0,723222
2025-04-02,59337.0,59560.0,58800.0,59058.0,242980
2025-04-03,59595.0,59723.0,59259.0,59689.0,602367
2025-04-04,60121.0,60488.0,60098.0,60197.0,436851
2025-04-07,60662.0,60859.0,60657.0,60713.0,309329
2025-04-08,60483.0,61099.0,60311.0,60728.0,357354
2025-04-09,59878.0,60336.0,59822.0,60044.0,623406
2025-04-10,59946.0,60178.0,59717.0,60127.0,161215
2025-04-11,59484.0,59977.0,59416.0,59622.0,811195
2025-04-14,60395.0,60437.0,60247.0,60401.0,411573
2025-04-15,60352.0,60434.0,60223.0,60310.0,968584
2025-04-16,59964.0,60112.0,59414.0,59687.0,732336
2025-04-17,59283.0,59533.0,59257.0,59461.0,269530
2025-04-18,59981.0,60074.0,59796.0,59804.0,277241
2025-04-21,59352.0,59430.0,59302.0,59390.0,238731
2025-04-22,58770.0,58817.0,58740.0,58779.0,553830
2025-04-23,59108.0,59109.0,58545.0,58989.0,864265
2025-04-24,59001.0,59303.0,58871.0,59200.0,439384
2025-04-25,58901.0,59182.0,58812.0,58834.0,526009
2025-04-28,58526.0,58748.0,58459.0,58497.0,213688
2025-04-29,58783.0,59133.0,58455.0,58697.0,408617
2025-04-30,57665.0,58254.0,57323.0,57615.0,983194
2025-05-01,57001.0,57214.0,56388.0,56584.0,844748
2025-05-02,55971.0,56385.0,55754.0,56078.0,590834
2025-05-05,55856.0,55995.0,55760.0,55945.0,993388
2025-05-06,56088.0,56457.0,55943.0,56194.0,480596
2025-05-07,57198.0,57707.0,56792.0,57294.0,811111
2025-05-08,57845.0,58081.0,57568.0,57955.0,834275
2025-05-09,58065.0,58241.0,57645.0,57858.0,369150
2025-05-12,58114.0,58248.0,57635.0,57867.0,349243
2025-05-13,57038.0,57728.0,56885.0,57136.0,698506
2025-05-14,57002.0,57270.0,56685.0,57145.0,296416
2025-05-15,57034.0,57123.0,56897.0,56953.0,656718
2025-05-16,57120.0,57554.0,57054.0,57215.0,123091
2025-05-19,56730.0,56772.0,56564.0,56623.0,881413
2025-05-20,57062.0,57066.0,56997.0,57028.0,648277
2025-05-21,57922.0,58322.0,57734.0,58187.0,175451
2025-05-22,58398.0,58426.0,57943.0,58128.0,118990
2025-05-23,58770.0,58998.0,58046.0,58455.0,452414
2025-05-26,58894.0,59285.0,58587.0,59003.0,966792
2025-05-27,58650.0,58756.0,58260.0,58718.0,350541
2025-05-28,58963.0,58970.0,58670.0,58913.0,922513
2025-05-29,59005.0,59226.0,58680.0,58946.0,766393
2025-05-30,59161.0,59266.0,58787.0,59045.0,470416
2025-06-02,58827.0,59036.0,58379.0,58475.0,902673
2025-06-03,58486.0,58557.0,58227.0,58517.0,224932
2025-06-04,58778.0,59322.0,58727.0,58919.0,368083
2025-06-05,59806.0,60384.0,59732.0,60054.0,213000
2025-06-06,60694.0,61220.0,60504.0,60827.0,802922
2025-06-09,62548.0,62922.0,62220.0,62554.0,659351
2025-06-10,62289.0,62341.0,61609.0,61955.0,593216
2025-06-11,62585.0,62850.0,62444.0,62682.0,832081
2025-06-12,62899.0,63161.0,62804.0,62857.0,782405
2025-06-13,64668.0,64828.0,64233.0,64671.0,609850
2025-06-16,64246.0,64715.0,63811.0,64018.0,537985
2025-06-17,63825.0,63998.0,63100.0,63344.0,933550
2025-06-18,62776.0,62999.0,62370.0,62876.0,184703
2025-06-19,61076.0,61693.0,60774.0,61165.0,595164
2025-06-20,60962.0,61110.0,60628.0,60772.0,514841
2025-06-23,60319.0,60499.0,60190.0,60196.0,860084
2025-06-24,60672.0,60745.0,60270.0,60338.0,752845
2025-06-25,60736.0,61053.0,60434.0,60630.0,389220
2025-06-26,62066.0,62521.0,61961.0,62133.0,353317
2025-06-27,63037.0,63045.0,62807.0,62926.0,295877
2025-06-30,62687.0,62876.0,62475.0,62479.0,931037
2025-07-01,61926.0,62040.0,61639.0,61774.0,446709
2025-07-02,62289.0,62458.0,62193.0,62194.0,581725
2025-07-03,61347.0,61841.0,61045.0,61152.0,925553
2025-07-04,62852.0,62886.0,62605.0,62632.0,917865
2025-07-07,63881.0,63975.0,63595.0,63617.0,667597
2025-07-08,63378.0,63425.0,63161.0,63255.0,953900
2025-07-09,61840.0,62205.0,61776.0,61871.0,537470
2025-07-10,63013.0,63258.0,62582.0,62985.0,953725
2025-07-11,63144.0,63447.0,62775.0,62916.0,458402
2025-07-14,63797.0,64122.0,63722.0,63954.0,924837
2025-07-15,62723.0,62986.0,62479.0,62654.0,667815
2025-07-16,62118.0,62324.0,62035.0,62191.0,963659
2025-07-17,62225.0,62521.0,61928.0,62220.0,848778
2025-07-18,62522.0,62702.0,62191.0,62283.0,239883
2025-07-21,61979.0,62226.0,61917.0,61943.0,717632
2025-07-22,62478.0,62668.0,62358.0,62470.0,255344
2025-07-23,61376.0,61978.0,60991.0,61628.0,565226
2025-07-24,61676.0,62046.0,61261.0,61538.0,847852
2025-07-25,61779.0,61858.0,61365.0,61659.0,671441
2025-07-28,62499.0,62562.0,62061.0,62096.0,208042
2025-07-29,62638.0,63029.0,62203.0,62695.0,154110
2025-07-30,61845.0,61982.0,61252.0,61804.0,245051
2025-07-31,60641.0,60752.0,60441.0,60596.0,865419
2025-08-01,61918.0,62455.0,61503.0,61627.0,863461
2025-08-04,61900.0,62077.0,61454.0,61918.0,128328
2025-08-05,61391.0,61619.0,61207.0,61340.0,737199
2025-08-06,62716.0,62730.0,62404.0,62601.0,375011
2025-08-07,62756.0,62823.0,62565.0,62721.0,159234
2025-08-08,63622.0,64097.0,63579.0,63707.0,912283
2025-08-11,63826.0,63955.0,63668.0,63789.0,917711
2025-08-12,65734.0,65876.0,65004.0,65523.0,872791
2025-08-13,66838.0,67332.0,66638.0,67044.0,327135
2025-08-14,66881.0,66979.0,66567.0,66854.0,697690
2025-08-15,67583.0,67953.0,67518.0,67725.0,901881
2025-08-18,68566.0,68852.0,67754.0,68321.0,438365
2025-08-19,69246.0,70111.0,68991.0,69564.0,975512
2025-08-20,68604.0,69284.0,67909.0,68719.0,629739
2025-08-21,69438.0,69744.0,69280.0,69359.0,187178
2025-08-22,70672.0,70734.0,70032.0,70341.0,950193
2025-08-25,68748.0,68837.0,68209.0,68761.0,336562
2025-08-26,67618.0,67814.0,67286.0,67731.0,401014
2025-08-27,66335.0,66551.0,65831.0,65963.0,458710
2025-08-28,65472.0,65984.0,65350.0,65758.0,485893
2025-08-29,65960.0,66552.0,65932.0,66398.0,223765
2025-09-01,67810.0,67856.0,67005.0,67721.0,487025
2025-09-02,67711.0,67890.0,67304.0,67813.0,228389
2025-09-03,69064.0,69345.0,68994.0,69276.0,813987
2025-09-04,68206.0,68644.0,67934.0,68061.0,297227
2025-09-05,66630.0,66761.0,66292.0,66581.0,592402
2025-09-08,66447.0,66755.0,66421.0,66560.0,911804
2025-09-09,66661.0,67096.0,66579.0,66918.0,890074
2025-09-10,67092.0,67407.0,66812.0,66917.0,360220
2025-09-11,65272.0,65319.0,65075.0,65145.0,521217
2025-09-12,65076.0,65433.0,64987.0,65096.0,396208
2025-09-15,64372.0,64475.0,63859.0,64018.0,850186
2025-09-16,64393.0,64769.0,64298.0,64601.0,900554
2025-09-17,64637.0,65072.0,64540.0,64934.0,168431
2025-09-18,64034.0,64318.0,64026.0,64167.0,155745
2025-09-19,63755.0,64080.0,63468.0,63764.0,150081
2025-09-22,62957.0,62963.0,62899.0,62912.0,316204
2025-09-23,62840.0,62963.0,62394.0,62885.0,501415
2025-09-24,63759.0,64193.0,63370.0,63691.0,700541
2025-09-25,62665.0,62961.0,62438.0,62901.0,398335
2025-09-26,63612.0,64274.0,63172.0,63338.0,896643
2025-09-29,62911.0,63069.0,62761.0,62927.0,211086
2025-09-30,62512.0,62952.0,61961.0,62303.0,556285
2025-10-01,62306.0,62493.0,61710.0,62242.0,514758
2025-10-02,61513.0,61607.0,60658.0,61429.0,524528
2025-10-03,61116.0,61431.0,60754.0,61011.0,538458
2025-10-06,60166.0,60328.0,60032.0,60086.0,988403
2025-10-07,61763.0,61797.0,61631.0,61644.0,718071
2025-10-08,61943.0,62247.0,61627.0,61697.0,749969
2025-10-09,61197.0,61248.0,61033.0,61161.0,712181
2025-10-10,61486.0,61695.0,61197.0,61355.0,599797
2025-10-13,61274.0,61432.0,61138.0,61290.0,258763
